file,buffer,inventory,manual,region,nglac,agree,fpos,fneg
16_low_latitudes_global_shugar2020_automated.csv,100,shugar2020,72.0,16,34.0,0.3055555555555556,0.16666666666666666,0.6944444444444444
16_low_latitudes_global_song2025_automated.csv,100,song2025,72.0,16,137.0,0.6111111111111112,1.2916666666666667,0.3888888888888889
16_low_latitudes_global_zhang2024_automated.csv,100,zhang2024,72.0,16,27.0,0.19444444444444445,0.18055555555555555,0.8055555555555556
17_southern_andes_global_shugar2020_automated.csv,100,shugar2020,571.0,17,158.0,0.18388791593695272,0.09281961471103327,0.8161120840630472
17_southern_andes_global_song2025_automated.csv,100,song2025,575.0,17,823.0,0.6452173913043479,0.7860869565217391,0.35478260869565215
17_southern_andes_global_zhang2024_automated.csv,100,zhang2024,575.0,17,591.0,0.4017391304347826,0.6260869565217392,0.5982608695652174
18_new_zealand_global_shugar2020_automated.csv,100,shugar2020,12.0,18,15.0,0.75,0.5,0.25
18_new_zealand_global_song2025_automated.csv,100,song2025,15.0,18,42.0,0.8,2.0,0.2
18_new_zealand_global_zhang2024_automated.csv,100,zhang2024,14.0,18,7.0,0.14285714285714285,0.35714285714285715,0.8571428571428571
19_subantarctic_antarctic_islands_global_shugar2020_automated.csv,100,shugar2020,0.0,19,0.0,,,
19_subantarctic_antarctic_islands_global_song2025_automated.csv,100,song2025,6.0,19,0.0,0.0,0.0,1.0
19_subantarctic_antarctic_islands_global_zhang2024_automated.csv,100,zhang2024,22.0,19,20.0,0.45454545454545453,0.45454545454545453,0.5454545454545454
01_alaska_global_shugar2020_automated.csv,0,shugar2020,186.0,01,50.0,0.16129032258064516,0.10752688172043011,0.8387096774193549
01_alaska_global_song2025_automated.csv,0,song2025,187.0,01,471.0,0.7807486631016043,1.7379679144385027,0.2192513368983957
01_alaska_global_zhang2024_automated.csv,0,zhang2024,187.0,01,100.0,0.11229946524064172,0.42245989304812837,0.8877005347593583
02_western_canada_usa_global_shugar2020_automated.csv,0,shugar2020,352.0,02,70.0,0.12215909090909091,0.07670454545454546,0.8778409090909091
02_western_canada_usa_global_song2025_automated.csv,0,song2025,352.0,02,592.0,0.6306818181818182,1.0511363636363635,0.3693181818181818
02_western_canada_usa_global_zhang2024_automated.csv,0,zhang2024,352.0,02,214.0,0.17329545454545456,0.4346590909090909,0.8267045454545454
03_arctic_canada_north_global_shugar2020_automated.csv,0,shugar2020,172.0,03,3.0,0.011627906976744186,0.005813953488372093,0.9883720930232558
03_arctic_canada_north_global_song2025_automated.csv,0,song2025,171.0,03,39.0,0.14619883040935672,0.08187134502923976,0.8538011695906432
03_arctic_canada_north_global_zhang2024_automated.csv,0,zhang2024,174.0,03,80.0,0.28735632183908044,0.1724137931034483,0.7126436781609196
04_arctic_canada_south_global_shugar2020_automated.csv,0,shugar2020,184.0,04,94.0,0.24456521739130435,0.266304347826087,0.7554347826086957
04_arctic_canada_south_global_song2025_automated.csv,0,song2025,184.0,04,457.0,0.5760869565217391,1.9076086956521738,0.42391304347826086
04_arctic_canada_south_global_zhang2024_automated.csv,0,zhang2024,184.0,04,171.0,0.20108695652173914,0.7282608695652174,0.7989130434782609
05_greenland_periphery_global_shugar2020_automated.csv,0,shugar2020,286.0,05,134.0,0.17832167832167833,0.2902097902097902,0.8216783216783217
