rgi_id,auto_term,lake_cat,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-09-00090,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00091,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00092,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00093,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00094,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00095,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00096,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00097,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00098,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00099,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00100,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00101,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00102,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00103,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00104,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00105,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00106,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00107,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00108,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00109,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00110,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00111,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00112,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00113,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00114,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00115,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00116,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00117,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00118,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00119,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00120,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00121,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00122,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00123,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00124,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00125,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00126,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00127,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00128,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00129,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00130,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00131,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00132,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00133,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00134,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00135,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00136,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00137,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00138,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00139,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00140,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00141,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00142,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00143,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00144,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00145,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00146,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00147,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00148,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00149,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00150,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
